    ;ID   ;PREDICTION;REVIEW_ID             ;STARS
38  ;245  ;2         ;l_O5W3D0Y75e7eNki2WMmA;2    
39  ;258  ;1         ;ld6UCf6YhVcNDhD11aZvrQ;2    
40  ;289  ;2         ;lmrj62nu2ByS3eHVRt7q_Q;3    
41  ;291  ;1         ;ln5S2aOxT56tHmQ3Hol6Qw;1    
42  ;292  ;1         ;lnIsmZytyHXWkDftno5uSg;2    
43  ;296  ;1         ;lopzmHqudboI124hDvac4w;1    
44  ;307  ;3         ;lrPvbjcgIBb0hJ1xvMMOOA;1    
45  ;314  ;4         ;ltmzRzyRkHkRTuvjeZRNiw;3    
46  ;318  ;1         ;luIIyqaUdxEQgevbbXSVSQ;1    
47  ;327  ;3         ;lwoEbDNuC5HVtIo2KtoVgg;1    
48  ;330  ;2         ;lx14W2ssYAIbErvU-uY2kQ;1    
49  ;334  ;1         ;lxRpGMejyizilUpJckiHsg;2    
50  ;382  ;3         ;mAQpiR73NL6pgHZoeueIHQ;2    
51  ;385  ;3         ;mAmvNkTRknmOJJPfhtovpw;3    
52  ;391  ;1         ;mCuJJT_s_jVhmo0T78V7tA;2    
53  ;399  ;2         ;mHnCVcQ3AqeCDbxVc1SRfA;2    
54  ;414  ;2         ;mL5igcAX3QWrqU68Jv7BDg;1    
55  ;420  ;3         ;mLmN3b4vsFzkPYZ3sJsXAw;3    
56  ;434  ;2         ;mRQ_-5C9gsTbxVvdyGJKZw;1    
57  ;436  ;1         ;mRg0FOfitKD6Nj-TkeJqMg;1    
58  ;447  ;2         ;mVGbaaqbvW3DBa_7G5hRVw;1    
59  ;458  ;1         ;mYQ97lguqhLPwKohXDR65Q;2    
60  ;464  ;2         ;m_OTRW9_MyKLoRPNgSrL9A;2    
61  ;477  ;2         ;mdGHL3fS8tgzHerBApJS-Q;3    
62  ;480  ;1         ;mdo3EiqCbl4nNqmsjkfTtQ;2    
63  ;497  ;1         ;mkHHc1whNk62355DEFuK2A;1    
64  ;501  ;2         ;mlKJ_0XBXhuB8j9eAaTeCw;2    
65  ;513  ;3         ;mqEBt_5U-Zzw69VrPRRuDA;2    
66  ;518  ;1         ;msnQ0lVyX6J9JAyDLfSr8w;4    
67  ;519  ;3         ;mtK_7JgtXxOLalNvq_0D3Q;1    
68  ;523  ;1         ;muj9Zzh_QZdla7I7uz1iEQ;2    
69  ;533  ;1         ;my7f5SN2TQjN1w1O46LyLw;1    
70  ;537  ;2         ;mykpQtEcKDJ6ho4DLMztMg;2    
71  ;540  ;2         ;mzB7YaWl2CraEctBFzjCQw;1    
72  ;551  ;1         ;n3BzAHt0eChxJs8J8x5yeQ;1    
73  ;554  ;3         ;n3dsMCKUWcuFoFJJARUcHQ;2    
74  ;556  ;3         ;n4NYSTBKPmjTauvY1KArAA;3    
75  ;583  ;4         ;nBWmQfbRlTh52BaCgsa4FA;5    
76  ;584  ;3         ;nBmnTGdpxQDReEh9gDWYDw;4    
77  ;590  ;2         ;nDRrsTzp-zMOppfqDf1n2A;1    
78  ;604  ;1         ;nHNmWFCAHCaY1AcreBGXZQ;2    
79  ;615  ;1         ;nKH9tanc1_8ZzM6R8-p2Dw;1    
80  ;617  ;1         ;nK_BrCw1Fe4Rst4ggzN-Rg;1    
81  ;618  ;2         ;nKc05OCmS5O3FNq8HkCWYg;2    
82  ;634  ;1         ;nPCfcMdnSD__GN9K11LERA;2    
83  ;638  ;1         ;nQC1x5paf3A4bXCLxDNHQw;3    
84  ;643  ;2         ;nRe5CKVXv9iExZgSwM0wlw;2    
85  ;648  ;1         ;nSySnpirfHYzeHVn0qWz9g;3    
86  ;656  ;1         ;nUlZfnNpOTFFT2UxW9jFtQ;1    
87  ;658  ;2         ;nV7OE64dNbvPpw2vFIRSRg;3    
88  ;672  ;3         ;nZ8EVx-cxjzTdTTHatH_CA;5    
89  ;673  ;1         ;nZCnOEnX4UBTruMCOZF5Lw;2    
90  ;675  ;1         ;nZiVXT2GYX43swwJqCX03g;1    
91  ;683  ;2         ;nboZcVxOM8ZJ4CS4OYhguA;3    
92  ;684  ;1         ;ncMlzAC-oMFhdOXOPwXqUA;2    
93  ;697  ;1         ;ngxKtDnohQQvBK7ClkBjcA;1    
94  ;698  ;1         ;nh8gwAq-NzIjNdswsCq97w;2    
95  ;718  ;3         ;nnz-RHhbLVvRZdrWW24M-Q;2    
96  ;734  ;2         ;ntSXwogw4v726ioQduPk6A;1    
97  ;743  ;3         ;nvQRZTWB5JRIXtAmp6_y_g;3    
98  ;746  ;1         ;nvWsNG6hQGaH-_ygjK2YKQ;3    
99  ;755  ;1         ;nySQIrl8HiEC21Q_E4yapA;1    
100 ;767  ;2         ;o13QZbTmQKeJl3XyJIigWQ;3    
101 ;772  ;2         ;o2RmKtShAwAJOxAG3lptig;2    
102 ;774  ;1         ;o2m3YArdnkDo2Huesj9zGg;1    
103 ;776  ;2         ;o3LAsKCq-NTVsOS18IpXfA;2    
104 ;779  ;2         ;o4R-_3b8Tf12Y7G5ay6sAw;1    
105 ;784  ;1         ;o5zrCUe6oU5v2KsGwFpQsQ;2    
106 ;788  ;4         ;o6oGnLIeJZPIEOXwHiXisQ;5    
107 ;789  ;2         ;o72bcut9i4t5gRDPVTFxvw;3    
108 ;791  ;1         ;o8AHIoHJy5p-TR1EOuHfng;2    
109 ;792  ;1         ;o9Ess1e0w58u_KMnMdMCQg;1    
110 ;805  ;2         ;oCqOcQcDhVEoA_b3dKnVSA;3    
111 ;806  ;4         ;oD4_wY6TxiI1dvpe6DQqpA;2    
112 ;817  ;1         ;oF4QWBhEcC9aOQjMpZ0law;2    
113 ;819  ;3         ;oFNBJgyVrPaoyDGCWbkx-w;1    
114 ;828  ;2         ;oHU7ax56Ldv5nK9sWChQmg;3    
115 ;852  ;1         ;oNlmQuMKg0zsVlzJpwo8UQ;2    
116 ;854  ;1         ;oNr5SHDFHN-i2RkEskvW4g;2    
117 ;863  ;1         ;oQSkL9LTjmVEwIaAVGJR1Q;2    
118 ;869  ;1         ;oRiM821ffEApRffeBpeJsQ;2    
119 ;896  ;1         ;oZEbVgoCcQ5Hs0S6sWXUYA;1    
120 ;899  ;1         ;oZc8SVhDpp3Tc-UEfurW1A;5    
121 ;905  ;3         ;oaPeQ6qBAtYoN7-jS8evQg;1    
122 ;906  ;1         ;oaUs-vOXElB9TC5Abcs8wA;2    
123 ;909  ;1         ;obf1HNo8Tu0ixNEXRhmE-w;1    
124 ;916  ;1         ;ocxr9139-ZJqwu3-NwB9Ig;2    
125 ;929  ;2         ;oiPQNd_vzRyX4obhW1iGAA;1    
126 ;937  ;1         ;okzJJuFcOiA2wRBAret14g;1    
127 ;939  ;1         ;olpnixoOt4ATkC-13Sm2PA;2    
128 ;950  ;1         ;oqg6UXOEmnoYMjeur2benA;2    
129 ;967  ;1         ;ouYHMhPZccOLePwkIhQxew;2    
130 ;981  ;1         ;oyrIEdg5nNtyoTBQwcRfMQ;2    
131 ;983  ;1         ;oz-6W7_uLVRBVSKq5jgejA;1    
132 ;986  ;3         ;p-7mPDS7KbXEErVnjgWgxA;3    
133 ;1,007;3         ;p603CGF2i7xPXwkTWXr7Fg;2    
134 ;1,014;3         ;p73Lke_kPmeJ1l09P5WjSg;2    
135 ;1,015;1         ;p7LWzONXQ7JOMzl9dQ8yxw;3    
136 ;1,016;1         ;p7cWsR2yz9POxQS85PgL-Q;1    
137 ;1,042;3         ;pHlQjHLYLL5l-NUnx3wv1A;2    
138 ;1,052;3         ;pLZ1XB9Z50tOjeXg2ywxLQ;2    
139 ;1,072;1         ;pRiQoNlPTq9wn9FVjSTPoA;2    
140 ;1,079;2         ;pTeyA_yOhq65opsicOcwMw;2    
141 ;1,090;1         ;pVaYbMJ6C7Ywhu2WwDZKqQ;2    
142 ;1,091;3         ;pW-w8RbZRfCMSZZZaN8kHg;2    
143 ;1,103;1         ;pYXV8dbqpqeXElhja2Q2wg;3    
144 ;1,105;3         ;pZ-P7R15cs4Ry-3V_JE9Yg;3    
145 ;1,112;3         ;p_519vJlSOnWT-kTd1C1mQ;2    
146 ;1,118;2         ;pbGZbZx7WOV0nrqdDUYQGQ;2    
147 ;1,135;1         ;pgrwe6KcGc8-9lATmXv3vQ;3    
148 ;1,142;1         ;pi3nulhj0VUjdebVihiVsQ;2    
149 ;1,146;1         ;pj4ZZ4S7v6KOvAXBVPb7Tg;1    
150 ;1,173;2         ;prCn2fnUEWcjuWs0YCdzcw;2    
151 ;1,180;2         ;pt4czgUt1qCqsXz-3jtpBw;1    
152 ;1,182;1         ;ptNDi9WGwRF5gL44_7SFGg;2    
153 ;1,185;2         ;pv5MCapn_Yn1W7DfB7nd9g;2    
154 ;1,188;1         ;pwUy36sgSvQ4T8Nn85guYQ;1    
155 ;1,193;2         ;py7u2YoJL7OH0dRgxykrjw;3    
156 ;1,206;1         ;q1-Wu_NwEPLxnCI5HiLZAA;1    
157 ;1,214;5         ;q3Nf1mtZAWIIjd-23GkqUg;5    
158 ;1,216;2         ;q3SVxhZnV94WuDjGYINydQ;1    
159 ;1,240;1         ;qCHRzTvaEDJAZrDcHUBHFw;1    
160 ;1,242;3         ;qCVAtJBxiTxhLzLl_ElZqQ;3    
161 ;1,246;3         ;qDfs_vCGra1F_JvU2y63_A;2    
162 ;1,255;3         ;qGjz_KG42zaingM4otokLw;2    
163 ;1,259;2         ;qHaxwNnyXbiSke7WbB2skQ;2    
164 ;1,266;3         ;qK1jSQOvNoy8PP0t-LwKhw;2    
165 ;1,267;1         ;qKI66bj5AJc7txFTy2HJtw;3    
166 ;1,278;2         ;qOSJFGb2nZYpFl384IhBGg;2    
167 ;1,295;2         ;qR7igYuJj6qwCUYNpFQVsA;2    
168 ;1,297;1         ;qRMzsXtZxKZsdiw8GP5YOA;1    
169 ;1,300;3         ;qSCzw7sT2epMc8f0MA5v_A;1    
170 ;1,302;1         ;qTBe6RVj5eEHsRrxDt0Tzw;3    
171 ;1,306;2         ;qUHWtgVYEIxcbxJCgSvejw;1    
172 ;1,307;2         ;qUJFam8L7gWL82cyu95F4w;3    
173 ;1,312;2         ;qWCRKX8zUT38S1P_k6wgFg;1    
174 ;1,318;3         ;qYzUTBY50ntHHqmapBeSBA;4    
175 ;1,325;3         ;q_Ot2BebT0N0iKubnuNlwA;4    
176 ;1,326;1         ;q_itv5JPCZHB4wcyBzLTGA;1    
177 ;1,329;3         ;qaAWpl7SmZGbh3r4xyp0SA;1    
178 ;1,339;2         ;qdSO346kR56MXsAK-1F4zw;3    
179 ;1,341;2         ;qdrPFUmslq2USO-Ij-ntag;4    
180 ;1,345;1         ;qeSld-TPtkIWsjuSt4WcpA;1    
181 ;1,346;3         ;qevha6iDeAGeeKLuTVWPgQ;1    
182 ;1,358;1         ;qiqXzsFNmjEqMjZjep79ew;1    
183 ;1,361;2         ;qjuzPAFqglTE6ch9im1Zvg;1    
184 ;1,371;1         ;qlN3HVdJQu-jj7oXXj8I6g;1    
185 ;1,385;1         ;qq4cW-PccWsHYYFs-Xz8Xg;1    
186 ;1,393;1         ;qspKE03FozWsqmqTVkL8Rg;2    
187 ;1,400;1         ;qua0y8pEt9QlvQwRfDcnJQ;2    
188 ;1,407;2         ;qvYh5WrEA4h7L1KL_M8eYw;2    
189 ;1,418;1         ;qyctpQhnVL6cXMo76eV1_A;1    
190 ;1,423;3         ;r-HnFD4RHDDtdp7p8fIG6Q;1    
191 ;1,428;1         ;r06867tq8DlBX8uh6Rmqxg;2    
192 ;1,436;1         ;r39Ctncr43_zFiwyzY20Tw;1    
193 ;1,441;1         ;r4YYOqoBoCYfSGoTedkPhw;2    
194 ;1,453;3         ;r6hNtnpIEJxJaP8Pn2h6Bw;5    
195 ;1,467;3         ;rAbdIFKaA-hbCnkHhQADHQ;3    
196 ;1,484;1         ;rEKFKuCxPwnbzxOrLyfBTA;2    
197 ;1,490;3         ;rF8Vkvzw4KeWYWwg39u8uw;2    
198 ;1,491;1         ;rFAI92JRDS-UTJ3MlEaSbw;1    
199 ;1,495;1         ;rGgsGJ653YVPH2dptvO0xg;2    
200 ;1,498;1         ;rHdLIaQo6UbPzLCJdKqCTw;2    
201 ;1,504;2         ;rJa3Ayb_4RBTRt_SXw01OA;1    
202 ;1,508;1         ;rKfuuSQsZBiPSrJqOuNRbQ;3    
203 ;1,512;3         ;rLnmqwAugasAaikIO60I_A;2    
204 ;1,533;1         ;rT3xDjLej7Ti-zYG14JzFg;1    
205 ;1,535;1         ;rTHVxyarLUAQrjeMnxyp8w;3    
206 ;1,573;4         ;rfuFHt6mtKk_EyMho2Q7ow;5    
207 ;1,576;2         ;rgVXBRmuOH62SfUnbtIr_A;4    
208 ;1,607;1         ;roRPwKtHJpceqR8Vh-_mBg;1    
209 ;1,613;2         ;rpm5zY5FWeYtCNgf07rayg;2    
210 ;1,614;3         ;rq4zeBnGjiAXWivQNoV8vQ;2    
211 ;1,618;2         ;rrJfZgtXSUSZtee6OArWPA;3    
212 ;1,620;3         ;rrZp74-LIR8G0SfpOX1BWQ;1    
213 ;1,624;3         ;rryFkPgedw5HdW4BhNPR8w;3    
214 ;1,628;2         ;rstE5dd4hGLp8oCYJlo1tw;1    
215 ;1,633;2         ;ruKqBZmWFdqy_EnP1KWJsg;1    
216 ;1,641;3         ;rwqCL5_Bh-6TBJbbfYP2hQ;2    
217 ;1,644;1         ;rxKU2Xt89mUj6ZSBWl7sEA;1    
218 ;1,649;1         ;rzRKK8-UAUvxzyyyxqIZtw;1    
219 ;1,653;1         ;s-qtL2AbZWxx46n2FSg8XA;2    
220 ;1,666;2         ;s3z2BSs4KobNgXKkkh7Iow;1    
221 ;1,667;1         ;s6KsY6SEK02nqovUvYBQCA;3    
222 ;1,688;3         ;sDbLJ-r_wwsGYmJt7DvMng;5    
223 ;1,691;1         ;sExsjVZ54wusRtP9V2cclQ;2    
224 ;1,705;1         ;sIMYti3wZ9dosZ4ajV8fbA;1    
225 ;1,706;3         ;sIoCKDV1xcMNnLdzF1gUGA;1    
226 ;1,712;1         ;sKQWxhnT47FVEeeQExpDXA;2    
227 ;1,725;1         ;sNfC8vzaZWwxS4FiBXD1Mw;2    
228 ;1,733;2         ;sPQAXZ83k86Cr4FjJjvdrg;1    
229 ;1,739;2         ;sR7A97V6YlSYb4TrIpz-Qw;1    
230 ;1,748;1         ;sUUKB7aKcKu97bxPycpyHQ;1    
231 ;1,763;1         ;sYcIa9b_Yw_0vAmf4vlp7A;1    
232 ;1,799;1         ;sjdmrCymc6uemDvJqi8-6w;3    
233 ;1,821;2         ;ss5mu8aInGa5yJxdoyospA;1    
234 ;1,840;1         ;szxTyc6PAMWNJyTnfLFiwA;3    
235 ;1,846;1         ;t0HJDk0jRSqwRmUf1Vbzqg;2    
236 ;1,848;3         ;t0uO3nb10l_KgKcBFpJUcA;2    
237 ;1,850;3         ;t1OzEvqKJfLbt25-DsMpNw;3    
238 ;1,858;1         ;t2vWAjS_kzCG7TdxeBO6HQ;3    
239 ;1,863;1         ;t4E9SsCNHqhEr29hcEeu0A;1    
240 ;1,864;2         ;t59EQ6kGVjRVoSYvo6thow;1    
241 ;1,883;2         ;tB8sjqItNTYQrhS0ld2AHQ;2    
242 ;1,910;1         ;tL9337qCCmOOdVjbz55gjA;1    
243 ;1,911;2         ;tLR_MrBb7ZMscCjcAzMxpQ;2    
244 ;1,921;3         ;tP02OSiHTMHwCXNNW8Hs-Q;2    
245 ;1,936;4         ;tS4_6PqKzeTOxexx8n-IrQ;3    
246 ;1,939;1         ;tSY1Yap2irJyBY_FB2d9EQ;5    
247 ;1,956;1         ;tXJJYUEr-yRPf47D8mHHag;1    
248 ;1,967;3         ;tYd-7ULZynEiAQ3CP5gmoQ;4    
249 ;1,984;1         ;tfigwhOamkxsemdcW2BzbQ;3    
250 ;1,987;1         ;tgDRVVb91y9mVDJAh4BaBg;2    
251 ;2,010;1         ;tmdMnrhPB64Fx16ugkd0ww;1    
252 ;2,024;1         ;tpxDihgAAHProm_o1J3VnA;2    
253 ;2,033;1         ;ts0QJ1CkBOR2r3JWauNq2g;1    
254 ;2,034;1         ;tsG76uhGh_CVb_NBDxdziw;1    
255 ;2,035;2         ;tsT1FvTfHdCbtBemsfab6w;3    
256 ;2,040;3         ;tu7hiASU85DJ6VMgwDjmYQ;5    
257 ;2,056;1         ;tyane4su1ptHLVDIUPVaTQ;4    
258 ;2,067;3         ;u-ItT-dzyP3xzt8XwggtYw;2    
259 ;2,079;1         ;u1kSK2XyTvvPsv-e8gkg7g;1    
260 ;2,089;2         ;u3ICiCH-AiDghGzZ76Ib9Q;5    
261 ;2,095;1         ;u4c90kszp3IhPWAvp3AsvA;2    
262 ;2,097;1         ;u6M8G1pD2KiuDzxw6LeZkQ;2    
263 ;2,101;2         ;u7ZCiQztOC2nfT8nW5i9Yw;1    
264 ;2,109;2         ;uBePJUCCev18cNWjusIRcg;3    
265 ;2,110;3         ;uBlNyVLcqSO2iT1yFmHvhg;1    
266 ;2,138;2         ;uIKtZExdZfg3z3XcuWZ07w;3    
267 ;2,156;1         ;uPXPsue1vZ025rUd9dH7hA;1    
268 ;2,162;2         ;uQZouTKzH_hn6Vt4Xosp2g;1    
269 ;2,168;2         ;uRoFDmOeoMKa4PmTYq2wvA;1    
270 ;2,174;3         ;uSxqlxoaW7F8U8_JwMOsXA;1    
271 ;2,186;3         ;uWd2KUJynUSQzZrvMqCD7A;1    
272 ;2,188;2         ;uX51IcnijyA8jkHW23JbZA;4    
273 ;2,191;1         ;uXdlMnwlPQIrFrEI7B1FMw;2    
274 ;2,192;3         ;uXjX-FEFyAs9zAnHgoYAhQ;3    
275 ;2,196;3         ;uXz5-R3W8lsw1-sw5X7DPw;1    
276 ;2,200;1         ;uYz6ysShlX8j6kcvW6OqcA;1    
277 ;2,213;1         ;ud1fLj2s0Il7PS9yi60ZWA;2    
278 ;2,230;1         ;ug2okFst1edFg_VDS6ZjEQ;1    
279 ;2,277;2         ;uw0bLK-2owA66_0x5zC9fw;1    
280 ;2,289;2         ;uyBHO_GamHnXaym4oFINXA;1    
281 ;2,327;2         ;v92EgqWRJmVTihZbnj0v3g;2    
282 ;2,333;1         ;vAy1Xets3ihlvV-FuY9fDQ;2    
283 ;2,337;1         ;vDAYOqVkQweHFLNLz3y7Rw;2    
284 ;2,342;1         ;vFWDBJqBvAwyl9pnozVLog;2    
285 ;2,344;3         ;vFddM4vL0-6wlRg1Ve4cdw;2    
286 ;2,361;1         ;vLLtJk3NpADCB_dYNKFuzA;1    
287 ;2,363;3         ;vLdO1iHeO_Xq2YFBghUFHA;2    
288 ;2,364;1         ;vLz7GMnQyS7_eFfsCeF2KA;1    
289 ;2,381;2         ;vOXnRki_QJv5QV8BEEhn3Q;1    
290 ;2,384;1         ;vPXJixGXo52gjk11MdqURA;1    
291 ;2,388;1         ;vQPkBHY-X_xCqOzTdA1aMg;5    
292 ;2,392;2         ;vRL9gkRc3o6XLwn48x-ktQ;1    
293 ;2,395;1         ;vScC9iior274fhC3qm0Znw;2    
294 ;2,405;4         ;vVVwzASSzRyo1HzWzRloxA;4    
295 ;2,406;1         ;vVa4o6kuPwgPyTjZILUbFA;1    
296 ;2,412;1         ;vXdwLl7ngb5-opWwNkTPng;2    
297 ;2,415;2         ;vXpmvm_4VPK84RaEnpTb0Q;1    
298 ;2,425;1         ;v_kRz7vjyzf-cKuoPSY3bQ;1    
299 ;2,436;3         ;vdVQ7Udl15SU8geJ7bTluA;4    
300 ;2,439;2         ;ve-Og5vcsU1vCE7WCirZTw;5    
301 ;2,442;2         ;veR7p1yJGsMd8ROtoqrBag;2    
302 ;2,445;1         ;vf4ZdPipzqcWhqcxk9iA2w;3    
303 ;2,453;2         ;vj_lkfXg1qzDAdtUcitILA;1    
304 ;41   ;1         ;kexLoHvODOomEKstKMm0gg;1    
305 ;44   ;1         ;kfReCKnTpjRVNw6TGeC_Cw;2    
306 ;53   ;1         ;kj2dcw05s-ETfxp_CRBKdw;1    
307 ;59   ;1         ;kld2m7ZxjVNVc5LaGGTedQ;1    
308 ;71   ;2         ;kpIMo3H9D9dQqVQ055wxBw;1    
309 ;77   ;2         ;kqiLYUwv-ZCwB46dduZJFA;2    
310 ;102  ;2         ;kzsrXwHgacFvRWD5HlYr3A;1    
311 ;148  ;1         ;lCTRpnaooHaFhgvP1z6g0Q;1    
312 ;154  ;1         ;lE-j7muMDQI_EbMiwoXb3A;1    
313 ;181  ;2         ;lJk1JoLgTh_2BV2SmJtrDw;2    
314 ;236  ;1         ;lXzAJRVqVi_BUnntu7i3ww;1    
315 ;238  ;1         ;lZ4As9H6u26-Fz6mJaHIQw;1    
316 ;278  ;2         ;ljQ2b_ze6TmBbNAbNt0cSg;1    
317 ;298  ;1         ;lp1BXxjPmZ6y6DMHL4d8bg;1    
318 ;305  ;1         ;lr1LYu36QK36OYF7eBwcYA;1    
319 ;326  ;2         ;lwGzgWW8GAm7rnFAkHNezQ;1    
320 ;396  ;1         ;mEp_DJHKHEWTVN-2UiHlSg;3    
321 ;398  ;2         ;mHbeAUHhHbiECFIbhfqRRA;3    
322 ;422  ;2         ;mMOjv2h_drLGbajVdJjk7Q;1    
323 ;454  ;1         ;mX3pYyS_FzrTACs93GQ_ag;1    
324 ;487  ;2         ;mh0SQhvIc8X_CP3zzy6nXQ;1    
325 ;504  ;1         ;mmZp5KhxXlYAe1bGxNJAWg;1    
326 ;508  ;2         ;moszRQVe9RKTiCFyTXpKTQ;2    
327 ;510  ;1         ;mpM9wZyPwCYixzPISG_yjg;1    
328 ;516  ;1         ;mqxqUIX2wokIP4a0uKjvAQ;1    
329 ;544  ;2         ;n-vp0g4UWd9UJCUY-jEigw;1    
330 ;546  ;1         ;n0KBZIBXA2cR8YfmYrsSNw;1    
331 ;591  ;1         ;nDYOqRqQpZDEuBWzUchvcQ;2    
332 ;621  ;1         ;nLpCXgwchr-x2wuWmA4PBA;2    
333 ;622  ;1         ;nLx-Ip1DBjMGi_mNWzGmkw;2    
334 ;628  ;1         ;nN9vT6gPM1_pZp44SRrvFg;1    
335 ;689  ;1         ;ne1ghoJqmq8ipwulWwk6BQ;2    
336 ;753  ;2         ;nxa9Z7_LbPp-qm6RxK7jGg;1    
337 ;796  ;1         ;oAQNc7Ei2rXBBdspw2mxpg;1    
338 ;804  ;1         ;oCYVXx-uslw0WmhBwSiVAw;1    
339 ;850  ;1         ;oNAMb5IVoZRx2qcw0mfqLA;2    
340 ;856  ;2         ;oO3FIsk-fn9wDLIdb1jhXg;3    
341 ;888  ;1         ;oXL2-ElOISLvZXfJapys0Q;1    
342 ;897  ;1         ;oZNzgQIUaAlfd3GU1umeHg;3    
343 ;930  ;2         ;oiWDACzHOQ9VeOXWiHnDsQ;1    
344 ;961  ;1         ;oteHi4w2vamhdDn-nTPQ7g;1    
345 ;965  ;1         ;ouDqxVpP-bo7yfValSe9lw;1    
346 ;976  ;2         ;oxNmfZrh9p9ngJwlGzxw-w;2    
347 ;980  ;1         ;oxvGF-Bgpt2FuMdSpX8K1g;2    
348 ;1,004;1         ;p4WnKjrqjuAAJKublCQNUQ;2    
349 ;1,040;2         ;pGavUiWuJ6pAZVcIemCk9g;1    
350 ;1,041;1         ;pGpYtV8k9206z_czUSiF3g;1    
351 ;1,055;1         ;pMkJ813-exLW1RZ9Nw60zg;1    
352 ;1,066;1         ;pPzHpDYidInuu1xaN6TUDg;2    
353 ;1,087;2         ;pVH3ws6ghnrSDCeDvFN_yQ;4    
354 ;1,095;1         ;pWrmkqk1PnVZqCJy1c72fA;3    
355 ;1,120;1         ;pbQBLO3jS_5TBHjEfEw6Uw;1    
356 ;1,121;2         ;pbgQQGvA2mAAziUkWLd83g;2    
357 ;1,136;1         ;pgsefo9XnsW6MtNJcbDadA;2    
358 ;1,139;1         ;phNbkRr39h5yhM61bSbD7Q;1    
359 ;1,140;1         ;phNswkwfbE-bSmOXJ9vLBQ;1    
360 ;1,147;1         ;pk_PWwSFkKDAYPIeDyhN-w;1    
361 ;1,159;1         ;pmi4s0lbjec0MNq2tyqYcA;2    
362 ;1,161;1         ;pnJeSWgq1LKlGfqF1It9cA;3    
363 ;1,202;1         ;q0HpGsNBPd852M9ciLEMdg;1    
364 ;1,225;2         ;q7Smyw_t75wtD6klvltE-A;1    
365 ;1,226;2         ;q7cBPjojQ_7Iu5srYJYbBg;1    
366 ;1,227;1         ;q87C2DX1iJYgnRLxUlCmfg;2    
367 ;1,245;2         ;qDCoezIbOPghT1CAvLxzlA;2    
368 ;1,253;2         ;qFbCRsGXNvzuF-x8FPn5ZQ;1    
369 ;1,281;1         ;qOli-GPp9QJNkM7m5gN5cQ;1    
370 ;1,283;1         ;qPKuHUjvLN_2aivgIDwYsg;1    
371 ;1,284;1         ;qPNqtk5MWAF0zozl11J5hA;1    
372 ;1,288;1         ;qPunUKTxbQOvQ7izig9JIA;1    
373 ;1,330;1         ;qaBU97ngrYP-MYWCUrgq5A;1    
374 ;1,337;1         ;qcS2wlxY7OHPDIfEax0XOQ;1    
