    ;ID   ;PREDICTION;REVIEW_ID             ;STARS
68  ;691  ;2         ;kxtm6hMIcQHi0dB1PrbxSQ;2    
69  ;694  ;2         ;kxyCjYD3hSJkFN1I9v8FIw;3    
70  ;706  ;3         ;kyWH8v12fuL72GW6Rf7okw;1    
71  ;713  ;2         ;kzNuZP4FxPgB1CmRGy9gWw;2    
72  ;715  ;4         ;kzQPoaCKWDajvfqZ8jjfMQ;5    
73  ;723  ;2         ;kzrooKxxcx6LnEiT9NHpbw;1    
74  ;725  ;4         ;kzzIBLFUWuBxkLvz1oJj0Q;3    
75  ;743  ;2         ;l0hjGLAlI8BBpdb2QJam6A;3    
76  ;746  ;2         ;l1MTn08SUi_lTwVih-dqow;2    
77  ;749  ;2         ;l1hF5fyRvVn4xNduyEV_1w;3    
78  ;761  ;1         ;l2MUSmL1s5C8PPdpwQXePg;1    
79  ;772  ;1         ;l3InSVM0JtzD3s8isLq_tA;1    
80  ;780  ;1         ;l3lgcwKWcJexAcZhbtWh2g;3    
81  ;786  ;1         ;l4BXzLpe6UwvdBzP-rXM9Q;2    
82  ;789  ;2         ;l4YodwYDazQt5hpl_jJ1xQ;2    
83  ;794  ;2         ;l4kxY1OV0Ed_G2NPUpMYTQ;3    
84  ;818  ;1         ;l6zrFwNstmULnofc0Niwqg;1    
85  ;835  ;1         ;l987NGw5T6l2WKcYuw6D8w;1    
86  ;837  ;1         ;l9b_MSXqNODYlqTPMcl8Pg;2    
87  ;864  ;3         ;lCKpheN8rTwysOCw4S9aRQ;2    
88  ;873  ;4         ;lCfdp0ks5w2HAaIDnTPVpQ;4    
89  ;874  ;1         ;lChGvZVm9b-qMRyQzfziCw;2    
90  ;879  ;2         ;lDMuL0Guq6Covoq0eexcSw;1    
91  ;904  ;1         ;lFItbdCT412qK4NZWrwYAA;1    
92  ;917  ;3         ;lGw7tSvTMWoC55LmDdCyYw;3    
93  ;925  ;2         ;lHcb64Rbo-IGVuQbbEHE2g;4    
94  ;931  ;3         ;lI3eN2O1xqEsxJEmNbKIZQ;3    
95  ;960  ;1         ;lJeOw8B9hdOEDV7YP9EfCQ;1    
96  ;964  ;2         ;lJzdqogNrZQ2LoEIWhMhuQ;2    
97  ;965  ;3         ;lK8998u8bUieoK0A5xBIWg;5    
98  ;988  ;3         ;lM1q-2dNPL-2Q3u_EEwvWw;1    
99  ;994  ;2         ;lMTOVfHPgCen0Cm9IpvaIw;2    
100 ;1,008;1         ;lNHagZhpZpuOEdtlCcUUGA;2    
101 ;1,016;3         ;lORiYR4Ha2qvkX_QCpWLJQ;3    
102 ;1,043;2         ;lQZz7AQseT0Q7jxPqw0DJw;2    
103 ;1,045;2         ;lQn1K9KVKVZPEUYxAmQ-MA;2    
104 ;1,054;1         ;lR__VmUFyaTP1AYloFi63g;2    
105 ;1,056;3         ;lR_wHzeaEhmcmv0ac2WX5Q;1    
106 ;1,062;4         ;lRzK2gxU9KmU621pLvFsTQ;2    
107 ;1,067;2         ;lSJt82diTanH1TAMDGTYtw;1    
108 ;1,105;3         ;lVz3OBsM3o9OBh8REhRygw;2    
109 ;1,106;3         ;lWBGGLgBRZThfx8UPgyKUQ;3    
110 ;1,122;1         ;lYYu-0NEx0zDtdLwbn_jVw;3    
111 ;1,124;3         ;lYrt07uYklATO0Bpr9mSVw;2    
112 ;1,138;1         ;lZtwhK1oyXsHogNhpoijAQ;1    
113 ;1,146;1         ;l_Lc_HJnf0SdeuECBylmvw;3    
114 ;1,148;1         ;l_YIRcTh2TAN7NcJuLAj5g;1    
115 ;1,178;1         ;lbPS5X7rCHQHGqR6j4E4DQ;2    
116 ;1,197;2         ;lcuSWVf_sVfBDCaJei1mEQ;5    
117 ;1,208;2         ;ldWlwW3ujs8Lyhi6cyC94w;2    
118 ;1,221;4         ;lf6BeRub76_kpW2nWIa2Gg;2    
119 ;1,232;2         ;lgPP_BzB3mZAM6A79KiH1Q;5    
120 ;1,248;1         ;lhWW9mSr-g5mzMH2GlYV5A;2    
121 ;1,265;4         ;licmOoM7-nqymEYDICZDLA;2    
122 ;1,290;1         ;lkqGSF7Pi3wIF8CzJ0iNnQ;1    
123 ;1,294;2         ;llCMY-WDVhSR5vD28UU-2w;1    
124 ;1,298;1         ;llcSNfYWOpI8lUs6auB-_A;2    
125 ;1,306;1         ;lmDjNtaKFIWYYIWed6v5iQ;3    
126 ;1,316;2         ;lmrONqNbzzrrt1o5I4oc0Q;2    
127 ;1,320;1         ;ln9q9bQ36hA8teqeVmc43w;1    
128 ;1,321;2         ;lnEZG5F0ZESc0dWhky3EDw;2    
129 ;1,331;3         ;lo4GGLwsOU67_bF8T-7eNg;4    
130 ;1,333;2         ;loE3io2XPBVPAFZ_tGkUQg;1    
131 ;1,336;1         ;loR4LAjHCDyKRCu9vCxFrw;3    
132 ;1,338;2         ;locd37gtmwUxoHPE1sb6GQ;4    
133 ;1,355;1         ;lpm8blF6bcIrHgUFZ_q7qg;3    
134 ;1,363;2         ;lqDd5O8a5uEUXkPp6W_Yxw;4    
135 ;1,364;2         ;lqG1YtP3FyH4mcXQol_02w;3    
136 ;1,378;5         ;lraEqBn5CaLvEbL6jalnsA;3    
137 ;1,381;2         ;lruu2_wFPdecS-uXFHRQ9w;4    
138 ;1,385;2         ;lsGI9wV7WgGMI4aUs-D5bA;2    
139 ;1,396;1         ;ltBcCXoBXhSwT3NOkLrBdA;1    
140 ;1,404;3         ;ltdfO-zX-T4WhqgPEA6j9g;4    
141 ;1,408;2         ;ltmzRzyRkHkRTuvjeZRNiw;3    
142 ;1,415;2         ;luEbt0vgX_sLF5LgAup55Q;4    
143 ;1,417;2         ;luPSJcglYm2AIdUUelwg-g;2    
144 ;1,436;3         ;lvZo--IpGEYg7X5XTQlmRw;2    
145 ;1,438;1         ;lvbXaoVyPgb9p-buW9jx-g;1    
146 ;1,444;1         ;lw7ThsHbatEpiln1f3iJ5Q;3    
147 ;1,446;2         ;lwV9RXBv0RZgqdUlXChA7A;3    
148 ;1,449;1         ;lwoEbDNuC5HVtIo2KtoVgg;1    
149 ;1,457;1         ;lxg3D4Zh2DNx6ls_5izbCw;1    
150 ;1,468;3         ;ly_VWhUV7s1bNeqiSvet2g;4    
151 ;1,470;2         ;lyiaSVaEK61pztjotPKB5Q;2    
152 ;1,485;5         ;m-4pwG0purE3b6cusWq5_A;1    
153 ;1,488;2         ;m-H1vTZGpx_9xo9IuzugGw;1    
154 ;1,492;2         ;m-R0-emOEBXfqtdcEWWmFQ;3    
155 ;1,499;2         ;m0AwCN9Jk89GYxWv2I1bEA;2    
156 ;1,512;2         ;m10-wu3c-9-1L5ocAylVKg;2    
157 ;1,517;1         ;m1KByoRuxixw6wETjTvt1w;3    
158 ;1,524;3         ;m1Yligg_TsNA6g_mPD09cA;3    
159 ;1,538;1         ;m2WfqHEtc2YyPYRBrdrvyQ;2    
160 ;1,545;1         ;m33gNTxKB76n9g_mWSwPhA;4    
161 ;1,548;1         ;m3D9tEbUdphpIZNU4S664A;1    
162 ;1,557;2         ;m3vDZWDdjRGmvVwFwjV2GA;2    
163 ;1,558;2         ;m3yfB2l4JBVEkTIJkJplWw;4    
164 ;1,564;2         ;m4MkEEy9Qwm5q1wnPHC5tg;1    
165 ;1,565;2         ;m4R9eiwjSDHbB6wJ2lwecA;2    
166 ;1,573;2         ;m5pNxNQCm1VA4N7We4ABiA;5    
167 ;1,575;4         ;m65Lok2ysNG-DfJlPq1dsw;2    
168 ;1,578;4         ;m66xG7Jw2VeAZvaK3T-Dzg;5    
169 ;1,593;1         ;m7qucS0Fsj8zM9ySGME5Hg;1    
170 ;1,597;2         ;m8dbrbdhDqYCt7YQcoiL8Q;4    
171 ;1,600;2         ;m8yMygcHsAJhshKyLRe2mw;2    
172 ;1,609;1         ;mA5iYxeYOpFedlHYGmODsA;3    
173 ;1,614;3         ;mAQpiR73NL6pgHZoeueIHQ;2    
174 ;1,628;1         ;mC23jrxmLP4TKtWTf0oT2Q;1    
175 ;1,682;2         ;mGSIJstiPfuy7Z-yLDtCsg;5    
176 ;1,691;1         ;mHV4d3cVYD9oI-AR3ULK2A;2    
177 ;1,692;2         ;mHnsv9X_fNG9xr0xwgNEqA;1    
178 ;1,707;1         ;mIZqwpd4--y9SB_qzw1iWQ;2    
179 ;1,716;1         ;mJa_WwCJftv6LklxTH-v8w;1    
180 ;1,731;3         ;mL9prHEAYv39WwJE7z23ag;4    
181 ;1,754;2         ;mMhlMWH-gEeP-INfhmPjUw;3    
182 ;1,755;2         ;mMiyO0jrs_VpJ_mkSy3PSQ;4    
183 ;1,761;4         ;mNHpM0pnEIz74PfPovS9hw;3    
184 ;1,774;1         ;mOgHk5XbPCoiMwp8b4pMCg;2    
185 ;1,784;3         ;mP2JSuR-MueONLXZa71zxw;2    
186 ;1,806;1         ;mR6HbOhLtwrrmJXYq3esEA;3    
187 ;1,807;4         ;mR93DN0c0TVc8VroGa1b5w;1    
188 ;1,821;2         ;mS6OUBdTNN7s3d7tJh78xw;3    
189 ;1,825;3         ;mSGgKc-HFprO8_7xcETQ3Q;3    
190 ;1,831;2         ;mStxr1OmNGCVNgAJIOxjow;2    
191 ;1,834;2         ;mTA9aD7hzpF1G1pXRsqUMw;5    
192 ;1,843;3         ;mTmnODelRs9yov1g30tn5w;3    
193 ;1,859;2         ;mV5J9EuvdZLdpWHQVoMYeg;2    
194 ;1,863;3         ;mVJ6KivCV4CCa3dNyleQKw;3    
195 ;1,873;4         ;mW3b8LAZn9iEZBpkp2oG8g;4    
196 ;1,882;2         ;mWvLx8jzpilAGESQMRFpyw;2    
197 ;1,892;4         ;mYUAOxGuJmmjVaQJK_5mgg;3    
198 ;1,898;2         ;mYx9GA_HRzyYUEe-z6pRtg;2    
199 ;1,905;2         ;mZMjGDpFPIz1FhpS3eFNDA;2    
200 ;1,910;1         ;m_N-7ELX1c-pIoxWsVEAwQ;1    
201 ;1,914;1         ;m_ao1AX7YxXHc_FVpTQDaw;2    
202 ;1,925;1         ;ma6LEEOkR_CcJBENVywiDQ;2    
203 ;1,927;1         ;maLihctobOIsuxPHV3K8-g;1    
204 ;1,931;1         ;magRyc96RU4fEd-zZMAqbA;3    
205 ;1,936;2         ;mbBRBFaNRbbNx--4fWLYpg;1    
206 ;1,942;1         ;mbeTv6ciXckuMP1yRp9IOw;3    
207 ;1,948;1         ;mcCgcpojLbOk5iMLswgZCA;1    
208 ;1,953;1         ;mceX-d0SgkT0fe_dIfsNOg;1    
209 ;1,955;1         ;mdDhnCnzCZ3w3rcSFQCTiw;3    
210 ;1,957;3         ;mdh1rQZAYnqmHpaINX1LbA;2    
211 ;1,968;5         ;megrdTZz2A5_03IxJPbLKA;1    
212 ;1,969;1         ;mejcgSYsfMIWQ9IVRP9PxQ;2    
213 ;1,975;2         ;mfKtURbQD9mPLvZdH00UOA;3    
214 ;1,999;3         ;mhWNmc0NVR9BTAhOgLOGoQ;3    
215 ;2,002;3         ;mhoLGv_xXFRDfFmo4KSi_A;3    
216 ;2,009;1         ;mim5fi6XCSdWLB9hw3p0Vw;2    
217 ;2,013;4         ;mjJ2PDHak9aCbDxBFWvEyA;3    
218 ;2,033;2         ;mlEEQxESOx8YktBF3EMAfg;3    
219 ;2,050;3         ;mmOa95goGq48Kfr1RVmL8A;1    
220 ;2,059;2         ;mmkvJHnZxas-CvkAUf1ohA;1    
221 ;2,068;1         ;mnMCC-aSKFprHVwlz6ECKg;2    
222 ;2,082;2         ;moV-1pAy0j4gwfrGhojYZg;3    
223 ;2,091;3         ;mpHIsBt-Hf12dKyQutO9GA;2    
224 ;2,095;2         ;mpYjAGl7VN3XLdq98RVUDw;2    
225 ;2,107;1         ;mqWOzz4tNKgXV-bdVFA3Ew;2    
226 ;2,110;3         ;mqg2cJeRXCbu3ewwaDdbEA;3    
227 ;2,125;1         ;mrYlatyfMSjjcJSQCddlBA;1    
228 ;2,134;2         ;mskL19GDk0TctIp6ZJUQBg;5    
229 ;2,135;1         ;mss50-zSEgvG3g2BNTmLbQ;1    
230 ;2,153;1         ;mu-LJptOK7l65HYMFNWQrQ;4    
231 ;2,156;3         ;muPXJvzmjm44CAb8BR6XGg;2    
232 ;2,158;1         ;muVah9VkEF3gNuLT9wCz-g;1    
233 ;12   ;3         ;k6o29K46FOIJU54cx1mnkQ;1    
234 ;68   ;1         ;kBRsQlvpxzAbFGOo-PYiIw;1    
235 ;109  ;1         ;kElgYZoSWyDhdFxv3cxH9A;1    
236 ;119  ;1         ;kFVFVBqVJBLG21bo6ZMErQ;2    
237 ;121  ;2         ;kFlHB5lSJ8EQl-vZSlU7xg;1    
238 ;149  ;2         ;kHoh7ZD6DBQHGaqwbVxM3Q;2    
239 ;153  ;1         ;kIIqxMrklRCAvYxqPcDG4Q;1    
240 ;195  ;2         ;kLY6z9LW6P9rw54YmkvKeQ;1    
241 ;203  ;2         ;kMMk204cy7vDQHwC5aM2BQ;2    
242 ;220  ;1         ;kNkkDLTJgabW8NXl4FB7rg;1    
243 ;282  ;2         ;kSNzevdaLYDYnM1lb7iMFA;1    
244 ;334  ;2         ;kVxwb_GfSNIt7sE9fxy6NQ;2    
245 ;350  ;2         ;kXDeN9bnv3Jy999kdBTzJg;1    
246 ;362  ;1         ;kXub6qRmBDrf4i_Z77YK6A;2    
247 ;426  ;2         ;kc7Zm_RNcyXSA3raSMsV7Q;2    
248 ;475  ;1         ;kg90OE1pacyE3khK97suyA;2    
249 ;477  ;1         ;kgERtR37ybaa5iRoqP6Gyg;1    
250 ;485  ;1         ;kgRtGx59WVl0Gvp1SAVB_A;1    
251 ;491  ;1         ;kgdWZcR5zYJtmIL_K5ig8g;2    
252 ;495  ;1         ;kgk4xPlOqEMx-4qCznKoeA;2    
253 ;496  ;1         ;kh5VSvT9-1RGiILm7NHaeg;2    
254 ;505  ;2         ;khxdJERChnTcLqDOhDG19A;2    
255 ;544  ;1         ;kmD7ChtZ_6WGttR9HtTZpQ;2    
256 ;573  ;1         ;kp67FIm5zxJPmwBqiWIDsA;3    
257 ;584  ;2         ;kqD_W18l7UU-dno0k9ZDcw;1    
258 ;591  ;3         ;kqiLYUwv-ZCwB46dduZJFA;2    
259 ;595  ;1         ;kr-g6nSV8IU8rWhyULQxmA;3    
260 ;614  ;2         ;ks8EF3MLGuLn_bOhzo-8Iw;1    
261 ;624  ;2         ;kt7EWtHWDgM_L4ulHG4RMA;2    
262 ;649  ;2         ;kuufIOOW3t6yIHE0A1P02w;1    
263 ;669  ;1         ;kwWgkmaWrhRkgt2iNUQb8Q;1    
264 ;731  ;1         ;l-Qm6Wjm_pUv8dIEndjmOg;1    
265 ;735  ;2         ;l-_BGSJiijtjHqWmaR_FSA;1    
266 ;759  ;1         ;l2CuW4t7ZIQiisB1t8GWmw;2    
267 ;764  ;1         ;l2Y2U4bZaTkCi74vepteCA;2    
268 ;770  ;3         ;l301FGFQF_ItEFnfyrHWcg;2    
269 ;793  ;3         ;l4kgF4G8IPxuXJ0udwSWXw;3    
270 ;808  ;1         ;l6DejNdLwGVL7lXG3B7aAQ;2    
271 ;848  ;1         ;lAojhikpKIeuz7u3gj-IVw;1    
272 ;851  ;1         ;lB3tELX6UMgxGu5DjSB6lw;1    
273 ;930  ;1         ;lI3XHDW1YhrEMUjuQcX2bw;1    
274 ;958  ;2         ;lJYs75l0fTzk7oWSZIVC5w;2    
275 ;981  ;1         ;lLapioyREPCkJirdIdUO-w;1    
276 ;990  ;1         ;lM4osiiDvnpPPgEUEgdMDA;1    
277 ;997  ;2         ;lMXOGIIW0mEp6aNpz-aBWg;1    
278 ;999  ;2         ;lMl9VLGW9XyNr-VXd8yBLw;2    
279 ;1,007;1         ;lNDw9eEAP6iG3cK7MspXQw;1    
280 ;1,086;1         ;lUAlHBQ5T_5oOMw4jG2Azg;1    
281 ;1,088;1         ;lUUd0SJPL8ReXyn6SitAWQ;2    
282 ;1,091;1         ;lUcMCZW8_rGmaY1Se3lb7A;1    
283 ;1,107;2         ;lWIiY7EBSS9NEWH0kaqhgA;3    
284 ;1,114;1         ;lX_ffRAcJ89jZ9sZxnZOcw;2    
285 ;1,150;2         ;l_crEqfQJ7bsYilwb1zafA;2    
286 ;1,153;1         ;l_uMYiRsPKCOrZ-iUC0omw;2    
287 ;1,168;1         ;lb2-qc-e2SRPe72MjNllXA;2    
288 ;1,172;2         ;lb9oAfvug-XtutbBx5FqOw;2    
289 ;1,173;1         ;lbIniJN-BISxkKckL7n-qg;1    
290 ;1,207;1         ;ldWN-NZE7AO_yGnyKWyGaw;2    
291 ;1,227;1         ;lg24VpIxjJCF8kG7MvVckQ;3    
292 ;1,263;1         ;liaey4DKW1gX6XKGb0KMLQ;2    
293 ;1,274;1         ;ljOnjbo2BsCSiarjWRZMog;2    
294 ;1,287;2         ;lkfAHHESA1ALoIry9fsQqA;2    
295 ;1,304;1         ;llzcYr7hNgsSYWuhdc58Aw;2    
296 ;1,341;2         ;loijKjMWL2xhvgKhxtgh0Q;1    
297 ;1,350;1         ;lpVTkEj30crWZR_olTrPmg;2    
298 ;1,351;1         ;lpX6FOhfaPe7P6n5TULxFg;1    
299 ;1,367;1         ;lqS7NvlSiW3ECcVAQfhNJA;1    
300 ;1,383;1         ;ls4rH5lnzAKyTRMjcOd8pA;2    
301 ;1,413;2         ;lu3hqnMWUkEM3ZdJcQp4-Q;2    
302 ;1,426;1         ;lumwIWLReOpwJVRF34jBHA;3    
303 ;1,427;1         ;lv4fftuGn-4_KdyzYn8fCA;2    
304 ;1,456;2         ;lxNYKtBI8JD2C88-EPBWMg;1    
305 ;1,458;1         ;lxk4P9JjQR739rOXzWHbkQ;1    
306 ;1,460;1         ;ly0ljJIsojIetOIBOoPh1Q;2    
307 ;1,462;1         ;lyE7dRyJezP61tXYCwXbUg;2    
308 ;1,493;1         ;m-_38rAScubxzna0C2S2JA;1    
309 ;1,521;1         ;m1T7FCFpQNkLq3JtDe-NxQ;1    
310 ;1,526;2         ;m1a0f39LDkueOrPxW7-KuQ;2    
311 ;1,550;1         ;m3HQPMTBbVI1DgVUTpiTtQ;3    
312 ;1,581;3         ;m6Vlso2laEFDjvgJ8-Tfpw;1    
313 ;1,626;2         ;mBlNKvteqo97vti-Gvp2Tg;5    
314 ;1,636;3         ;mCqmgOXzaQ9cXuIUx6IQ7w;2    
315 ;1,645;3         ;mDRiDyDWJ7IylZwI18jqyQ;2    
316 ;1,650;1         ;mDo-NraMC19egcES8lGw5A;2    
317 ;1,666;1         ;mFUcu8sbaB1rdtON4BghBA;2    
318 ;1,687;1         ;mHA9wC5cQHUnUOyJ0M2Vdw;2    
319 ;1,698;1         ;mI3pQIodITJWGMeqhzvjkg;1    
320 ;1,717;2         ;mJbiHyHzff5fDbWURhT-pg;1    
321 ;1,733;3         ;mLL5shpAuP1XeECAOT1moA;2    
322 ;1,745;1         ;mLuRtpDytRT-Tn4jp8JAPA;1    
323 ;1,779;2         ;mOpV8DtCOp5QQRmSoy8kiQ;3    
324 ;1,799;2         ;mQBxWovmYOg26DOPPUAF9Q;1    
325 ;1,802;1         ;mQULwBmObkkZ3kjqcqsKhw;2    
326 ;1,851;2         ;mUkRi6iTFz_d2hCWmnR65g;1    
327 ;1,868;1         ;mVhyOq8G3H5d9PqxpI2wjQ;1    
328 ;1,885;2         ;mX3pYyS_FzrTACs93GQ_ag;1    
329 ;1,894;3         ;mYhwXpTQIcfoY5wHJv_8bg;2    
330 ;1,926;2         ;maIxxz_2Az1OL9e4umcd9A;2    
331 ;1,930;1         ;macRTTarWazL9K_nMyBxkg;2    
332 ;1,987;2         ;mgVlLCRZ35XSOWG33KLnSg;2    
333 ;1,992;1         ;mguenpuex6sLM90CSP9KUw;2    
334 ;2,000;1         ;mhZzUKnuo2V99BgdqN0T9A;2    
335 ;2,100;1         ;mpsSe9dsuMR7mlBQSV5T9Q;1    
336 ;2,119;2         ;mrDjuYkmxZ1mS6dMVLwVaA;3    
337 ;2,137;1         ;msvt6JLPvDKYITpVZfuY-w;2    
338 ;2,140;3         ;mtJp-_7PwEEf4bpnEp5bAg;2    
339 ;2,162;1         ;murv07RTDtah-E00NAxcSA;3    
340 ;2,164;2         ;muxAd-XDujNONrwBzOVh4A;2    
341 ;14   ;1         ;k6peCUM-kG3ZmW9NdPlJxw;1    
342 ;97   ;1         ;kE6z8qPy-f32kmtMvOhVVQ;1    
343 ;101  ;1         ;kEMehSy-TbSymxIqj5O3kA;1    
344 ;128  ;1         ;kGEUYks5wVzmQ-BH_pSwWg;2    
345 ;145  ;1         ;kHXGHo6CdWGnBykM9HqLiA;2    
346 ;192  ;1         ;kLLFlRvtrmkdpiYKeRp7Yg;1    
347 ;270  ;1         ;kRC1PZ3JKImDNuQv0sX0ag;2    
348 ;295  ;2         ;kTLl46dJxcRl4Mm92vgbPw;1    
349 ;343  ;1         ;kWjqyqdbTRYlPf3jokav5A;2    
350 ;348  ;1         ;kX8e24duC1etFTGIjxSIZg;4    
351 ;416  ;1         ;kaqRY92_zWhx8M0hWpdJog;1    
352 ;419  ;1         ;kb7ApmvfWfGjsjMFWAlFxg;3    
353 ;443  ;1         ;kdIfwJc3NyBLJN_YhTyLSQ;1    
354 ;452  ;1         ;ke1zPtgIhjhjUe9XX9D33w;1    
355 ;454  ;1         ;ke6qbDMXNFe2c1GvB0EtKw;1    
356 ;558  ;2         ;knRocz5JOh5QBzI6ZKbzdQ;3    
357 ;676  ;1         ;kwz_VCehtwww0VFbYnb70A;1    
358 ;775  ;1         ;l3StFJB4gnjnibWyvG55WA;1    
359 ;1,018;1         ;lO_E7s3Iz0uGzJ-NcohHaA;4    
360 ;1,052;1         ;lRGpa-sSLUKtil6wDvViDw;1    
361 ;1,055;1         ;lR_nRbv8rdrbTKAk4phV3Q;1    
362 ;1,066;1         ;lSJ0MAfGF1ODsAXUWk2xvg;1    
363 ;1,179;1         ;lbQSKb74wEyPXx17byvXGA;2    
364 ;1,244;1         ;lhO8WLw7M8HVuO0kT4lreA;1    
365 ;1,259;1         ;liOniSf_8kUimjdUPIIRqw;2    
366 ;1,289;1         ;lkkg0ahnX3BNea2Jfvk7OA;2    
367 ;1,440;1         ;lvweqBbw3Hko_paveniSzA;3    
368 ;1,478;1         ;lzT1JBo1w_QmXAhjAVLcfA;4    
369 ;1,531;1         ;m2-crf01hTZtPBrLgiH0nA;2    
370 ;1,598;1         ;m8pg4n0sEbUJigEt62Mnjw;1    
371 ;1,617;2         ;mAbOySX_zwsVOiTftoAu1Q;2    
372 ;1,649;1         ;mDlCjNmOISzCbGccAdNuFw;1    
373 ;1,742;1         ;mLgVg3SeMxVXjfjTAIu1Pw;5    
374 ;1,823;1         ;mSENzCGk18WJzBLuOuEuEg;1    
375 ;1,852;1         ;mUohZSnCkjQ7pfVcl8izxA;3    
