    ;ID   ;PREDICTION;REVIEW_ID             ;STARS
74  ;781  ;2         ;l3InSVM0JtzD3s8isLq_tA;1    
75  ;785  ;2         ;l3jCB0thrSzLlQBC7B5a2A;3    
76  ;787  ;2         ;l3lgcwKWcJexAcZhbtWh2g;3    
77  ;801  ;2         ;l4YodwYDazQt5hpl_jJ1xQ;2    
78  ;804  ;2         ;l4rxDYwiUheSksQxfmJP9w;3    
79  ;805  ;3         ;l5-qY2FRKyRjB0Xg8YL8EA;3    
80  ;829  ;3         ;l8IHKt01JmU-5E5axcBNWQ;3    
81  ;836  ;1         ;l987NGw5T6l2WKcYuw6D8w;1    
82  ;865  ;2         ;lCKpheN8rTwysOCw4S9aRQ;2    
83  ;866  ;2         ;lCLkW4IcIPHZTRxkWqH1xA;2    
84  ;869  ;2         ;lCfdp0ks5w2HAaIDnTPVpQ;4    
85  ;874  ;1         ;lDMuL0Guq6Covoq0eexcSw;1    
86  ;876  ;2         ;lDPTy_ldRQqduyiGTj7YRg;4    
87  ;891  ;2         ;lEm3uS7C8LDMgUk4W6jUMA;1    
88  ;892  ;2         ;lEnbSqmv3uBP3bIhxwYtJA;2    
89  ;895  ;2         ;lF08SNabePScyiEiY4upaw;2    
90  ;899  ;2         ;lFItbdCT412qK4NZWrwYAA;1    
91  ;933  ;2         ;lImNMLRaUN20yGiGjA7FmA;2    
92  ;950  ;2         ;lJeOw8B9hdOEDV7YP9EfCQ;1    
93  ;953  ;2         ;lK8998u8bUieoK0A5xBIWg;5    
94  ;960  ;2         ;lKkCfZIwT19CWza_8i9NAA;1    
95  ;964  ;2         ;lKyyUGxGVLYm__qAAAE61Q;1    
96  ;965  ;3         ;lL-tPM5jubiWJv49HTL1DA;4    
97  ;985  ;2         ;lNHagZhpZpuOEdtlCcUUGA;2    
98  ;988  ;2         ;lN_Xkz6x1CkQbfrFa33xmQ;3    
99  ;993  ;2         ;lO7LolNcs6dyQq1Un90Uig;1    
100 ;995  ;2         ;lORiYR4Ha2qvkX_QCpWLJQ;3    
101 ;1,000;2         ;lPDisZw9jW6xzECufwyQvQ;4    
102 ;1,017;2         ;lQhkab86kxFAYHOIJowMEQ;2    
103 ;1,019;2         ;lQn1K9KVKVZPEUYxAmQ-MA;2    
104 ;1,022;2         ;lQxWwV9-LG1gWPrvbKo9Qw;2    
105 ;1,029;2         ;lR__VmUFyaTP1AYloFi63g;2    
106 ;1,035;2         ;lRzK2gxU9KmU621pLvFsTQ;2    
107 ;1,058;2         ;lTfkKmOdwLQRcGMjqzngSw;4    
108 ;1,075;2         ;lV4gBxNgUYZTELeolSVx3Q;4    
109 ;1,078;1         ;lVPr9VFTSqrFe2tgUV7HpQ;2    
110 ;1,080;2         ;lVVZTQJOdRJokPy8HIiuVQ;3    
111 ;1,082;2         ;lVjPTk1wpB8fbFf9IF_qQA;4    
112 ;1,087;1         ;lW8WvjUzmCFMIrD4YHkGow;2    
113 ;1,102;2         ;lXB5f5wBTOvt3Y4d2t1n2Q;5    
114 ;1,105;2         ;lXLoTPD-7yUJBGQbmsWAUg;2    
115 ;1,118;2         ;lYYu-0NEx0zDtdLwbn_jVw;3    
116 ;1,132;2         ;lZtwhK1oyXsHogNhpoijAQ;1    
117 ;1,139;2         ;l_N8WlgKoGG50C8DYbTzTA;4    
118 ;1,145;1         ;l_YIRcTh2TAN7NcJuLAj5g;1    
119 ;1,149;3         ;l_xU7LMyl9hvvTHJ9ucjWA;2    
120 ;1,150;2         ;la0MOGH5IxajzwsGLMYlfA;3    
121 ;1,152;3         ;la4PxyU9zHdcG8_j9J5GXA;3    
122 ;1,172;2         ;lbPS5X7rCHQHGqR6j4E4DQ;2    
123 ;1,178;2         ;lbuKH1uR_ZSluqvFCrm-yg;2    
124 ;1,193;2         ;lcuSWVf_sVfBDCaJei1mEQ;5    
125 ;1,197;3         ;ld1qoeL-gCT6p0nbo9wHow;2    
126 ;1,199;3         ;ldC4gC5A44Gt4fUeboUCEg;4    
127 ;1,206;2         ;ldZdRRsspGGEuzdVQo4R7w;2    
128 ;1,231;2         ;lfGXBKuuB9keUNigkEaDKQ;1    
129 ;1,233;2         ;lfNJe588hrMa5AN1e2Gddg;4    
130 ;1,248;2         ;lgOxx_pRoxCamVf8-GaqWQ;2    
131 ;1,277;2         ;licmOoM7-nqymEYDICZDLA;2    
132 ;1,295;2         ;lkAj0vWkl4V1kG2Jn1LHQQ;3    
133 ;1,319;2         ;lmDjNtaKFIWYYIWed6v5iQ;3    
134 ;1,324;2         ;lmZ3j8rZszGUTwM0NOwUsA;1    
135 ;1,325;2         ;lml95uEJKFCknorACOt1Cw;2    
136 ;1,333;2         ;lnEZG5F0ZESc0dWhky3EDw;2    
137 ;1,342;2         ;loMRTncl6oFbTPjCtJt2Cg;2    
138 ;1,344;2         ;loYhxzFwmDTF5c2xcLa43A;2    
139 ;1,354;2         ;lpaJ-ud86voWiQPber9KSw;3    
140 ;1,362;2         ;lqG1YtP3FyH4mcXQol_02w;3    
141 ;1,372;2         ;lr6KeOSLS3uc_kyjoFmjiw;3    
142 ;1,380;2         ;lraEqBn5CaLvEbL6jalnsA;3    
143 ;1,399;2         ;lsvswtoeob4XJb6DiymJyw;2    
144 ;1,414;2         ;luJxmi2rfQ3gcomhu9byBw;2    
145 ;1,416;2         ;luPSJcglYm2AIdUUelwg-g;2    
146 ;1,435;2         ;lvbXaoVyPgb9p-buW9jx-g;1    
147 ;1,436;2         ;lvh9CVIOLx6LFFVSJ03_Cg;1    
148 ;1,443;2         ;lw7ThsHbatEpiln1f3iJ5Q;3    
149 ;1,444;2         ;lwE7LH-xBVeHne3a6rnjgg;2    
150 ;1,447;2         ;lwV9RXBv0RZgqdUlXChA7A;3    
151 ;1,455;2         ;lwtcoy9_X3bQZ3TI8pdS4A;2    
152 ;1,458;2         ;lx8a0blEFll2Bew_thSwIw;2    
153 ;1,465;2         ;lxXHN6J-kPn5xmhNS1BzhA;2    
154 ;1,487;1         ;m-2SY7D2PM4U_2zgXSxuNw;1    
155 ;1,502;2         ;m-xURA-ql8wqW8OiClifgQ;2    
156 ;1,505;2         ;m0AwCN9Jk89GYxWv2I1bEA;2    
157 ;1,506;2         ;m0HHjcpawYH27U3iK6PFjQ;3    
158 ;1,519;2         ;m1GmE1-ytXRZHu9PUvhPbw;5    
159 ;1,521;2         ;m1KYJjrfAGsjFyMRTLAAxg;5    
160 ;1,524;2         ;m1Yligg_TsNA6g_mPD09cA;3    
161 ;1,537;2         ;m2WfqHEtc2YyPYRBrdrvyQ;2    
162 ;1,547;2         ;m3D9tEbUdphpIZNU4S664A;1    
163 ;1,558;2         ;m3vDZWDdjRGmvVwFwjV2GA;2    
164 ;1,563;4         ;m4MkEEy9Qwm5q1wnPHC5tg;1    
165 ;1,564;2         ;m4R9eiwjSDHbB6wJ2lwecA;2    
166 ;1,577;2         ;m5d-ReLI_aDNGpSSYcaqIA;2    
167 ;1,580;2         ;m5pNxNQCm1VA4N7We4ABiA;5    
168 ;1,583;2         ;m65Lok2ysNG-DfJlPq1dsw;2    
169 ;1,584;3         ;m66xG7Jw2VeAZvaK3T-Dzg;5    
170 ;1,606;2         ;m852FK9y9ew-kbQRIXHWtg;1    
171 ;1,613;3         ;m8dbrbdhDqYCt7YQcoiL8Q;4    
172 ;1,627;3         ;mA5iYxeYOpFedlHYGmODsA;3    
173 ;1,629;2         ;mAAANwHMLSA0WM3b5kY5PA;1    
174 ;1,633;2         ;mAU940913ZTkY2XP2SQi0g;1    
175 ;1,651;2         ;mBO3J2IdaKvxffw6_IpqIw;2    
176 ;1,661;2         ;mC1X_EOAiNoK8mfqEbYRsA;2    
177 ;1,662;2         ;mC23jrxmLP4TKtWTf0oT2Q;1    
178 ;1,669;2         ;mCfzfvn4vdoQbdJ3xclGHA;1    
179 ;1,670;2         ;mCiYGXUcyzEmvk7yukERWg;1    
180 ;1,681;2         ;mDgcYVJPGjTeZ4mr9hfWpg;4    
181 ;1,706;2         ;mFfcLShjwKmMB_g6AgEm_Q;2    
182 ;1,718;2         ;mGSIJstiPfuy7Z-yLDtCsg;5    
183 ;1,721;2         ;mGbT3V6EZH-43bYfMCpUZw;4    
184 ;1,729;2         ;mHIGpTnTVQxfYMNEt68pHw;3    
185 ;1,734;2         ;mHnGhbPJmI9JKdqo4ADEtQ;2    
186 ;1,745;2         ;mIZqwpd4--y9SB_qzw1iWQ;2    
187 ;1,773;2         ;mL6ar28KQhXm8UCh_F193Q;1    
188 ;1,786;2         ;mM8-KxFvsoP41E-tpE-rnQ;1    
189 ;1,791;2         ;mMo9e4jWc5AgM_COwEQF-w;3    
190 ;1,800;2         ;mNq-HVLhc7UYYH5Zglm4QA;2    
191 ;1,833;2         ;mR6HbOhLtwrrmJXYq3esEA;3    
192 ;1,846;2         ;mS6OUBdTNN7s3d7tJh78xw;3    
193 ;1,853;2         ;mSkSDri3n5WkCzoPXSZskg;2    
194 ;1,856;2         ;mTA9aD7hzpF1G1pXRsqUMw;5    
195 ;1,872;2         ;mV5J9EuvdZLdpWHQVoMYeg;2    
196 ;1,890;1         ;mWsU-oA1hvlUnpx9Fhzi0Q;1    
197 ;1,914;3         ;mYx9GA_HRzyYUEe-z6pRtg;2    
198 ;1,922;2         ;mZMjGDpFPIz1FhpS3eFNDA;2    
199 ;1,925;1         ;mZt09ntvajlVQ3EzAJ840Q;2    
200 ;1,936;2         ;m_ta9QddJzHVyZHGHVVdpQ;3    
201 ;1,939;3         ;maLet3dqVkYx4CRfgzB73A;2    
202 ;1,940;2         ;maLihctobOIsuxPHV3K8-g;1    
203 ;1,947;2         ;magRyc96RU4fEd-zZMAqbA;3    
204 ;1,948;2         ;makpVYuwJJ80zoGVKvf1Bg;1    
205 ;1,954;1         ;mbBRBFaNRbbNx--4fWLYpg;1    
206 ;1,977;2         ;mdDhnCnzCZ3w3rcSFQCTiw;3    
207 ;1,982;2         ;mdle6Na-m8lveRRp0LGMgg;2    
208 ;1,993;3         ;megrdTZz2A5_03IxJPbLKA;1    
209 ;1,994;2         ;mejcgSYsfMIWQ9IVRP9PxQ;2    
210 ;2,003;2         ;mfORuwnsgeuoj9RUWTr7Qg;1    
211 ;2,024;2         ;mhGod7dkfstGqMC8dyTYjw;3    
212 ;2,030;3         ;mhexEZ7bzV6ToUf4M800hQ;2    
213 ;2,043;2         ;mjm1sNu1y5oAy_iaOkEKzA;1    
214 ;2,047;2         ;mk1VM6LRE4TYqXGKNZ-fZA;4    
215 ;2,065;2         ;mlEEQxESOx8YktBF3EMAfg;3    
216 ;2,076;3         ;mmARjQveEQ7SMBPYtBfcYw;2    
217 ;2,082;2         ;mmee8Sw4BGR06ScI2qXxGg;2    
218 ;2,085;2         ;mmkvJHnZxas-CvkAUf1ohA;1    
219 ;2,101;3         ;mo1mhW9XVEKPgK8hQQwvcQ;4    
220 ;2,102;3         ;mo3L5mqoSgTUB41zlwDafg;1    
221 ;2,118;2         ;mpBTwohBuiPdSv6IqNt0Xg;2    
222 ;2,122;2         ;mpHIsBt-Hf12dKyQutO9GA;2    
223 ;2,126;2         ;mpcccqxU8-JmVxdZSOLUzQ;2    
224 ;2,134;2         ;mqFdEQPF3ggRpUr1DrVHeQ;1    
225 ;2,157;2         ;msQOQ99dH5Nhs-ceFpOrnw;4    
226 ;2,160;2         ;mskL19GDk0TctIp6ZJUQBg;5    
227 ;2,161;2         ;mss50-zSEgvG3g2BNTmLbQ;1    
228 ;2,173;2         ;mu1fRO3NXZj6d_7WL59YSA;5    
229 ;2,179;2         ;muciPN9fpgxM_GVNRfOA5A;4    
230 ;2,183;2         ;mueQLQbFnHH_Nzi3n3USWg;2    
231 ;2,206;2         ;mwt2NHnHh3VtSAwOf2PMTg;1    
232 ;2,236;3         ;myermGMjR2sCJls82Vs-dw;2    
233 ;2,244;2         ;mz0-XYMWfBAMp2H-gdIIHg;2    
234 ;2,251;2         ;mzjb0Ln22SNfPfVWKnoiXQ;1    
235 ;2,265;3         ;n-ohZ3JSju7M-0UxqGDU7A;3    
236 ;2,273;3         ;n1-WvwpeCWw0EHg6hYt3CQ;5    
237 ;2,302;2         ;n4N3L2lp5WEhDk3xMfUKFA;1    
238 ;2,303;2         ;n4OIkXwQrkL_tRboyZc6YA;1    
239 ;2,308;2         ;n4c8U3Pju1aqh6aE3y54jg;2    
240 ;2,318;3         ;n5SLGlj3QntywL64lmmxEg;5    
241 ;2,326;3         ;n6E6kzLTnWXq79BT0XyLHg;3    
242 ;2,332;1         ;n6frm7I6cDc1s4Qw80XFTQ;1    
243 ;2,337;1         ;n74uYJ4XPVhdSvbvqRzFTg;1    
244 ;2,339;2         ;n768cYnaloqY_jIiyhLxHQ;3    
245 ;2,344;2         ;n7iNmxSweJQwmtQ5uLGZAg;1    
246 ;2,345;2         ;n7l1S0TPZd5SJhVzYDT57g;4    
247 ;2,346;2         ;n8-ej0HZDxAyOro2tWvWJw;3    
248 ;2,361;2         ;n9bNFxDfIFm3up43kFY25g;2    
249 ;2,369;2         ;nAHLemCbGHcNg2K54fy1Gw;1    
250 ;2,370;2         ;nAHv05Nwqo-CsTBsjSsiiw;2    
251 ;2,377;2         ;nAivzV289Mdk9m3bxEOL5g;1    
252 ;2,395;2         ;nCbqejxdIBR9mxFmH1oxkA;2    
253 ;2,396;2         ;nCeAcsdAO1EBjzXqTMcO-w;1    
254 ;2,401;2         ;nD6nwyQsHzEUiSGzj0CZAQ;3    
255 ;2,403;2         ;nDGGSDH01UYMU-XDeI8pUQ;2    
256 ;2,404;2         ;nDHgaK4LEWGmHzHGj3oY8Q;3    
257 ;2,417;2         ;nEOSM_QFj8DdEbMmcN5j4Q;5    
258 ;2,429;1         ;nEs_XWVhdJ8_z063lcEf1Q;1    
259 ;2,431;2         ;nFGI5-xnXF8fHjBmmpfiQQ;3    
260 ;2,433;2         ;nFJeaMF22yShkIaArp7DJg;2    
261 ;2,439;2         ;nG2wZ4mBGRSemdN5WeBAcw;1    
262 ;2,459;2         ;nHgSUxILc53fyq3soItsjA;1    
263 ;2,460;2         ;nHgbwFcTsPwfQitDYytELQ;3    
264 ;2,462;2         ;nHnCFOUrKNbcpfiABSHXsA;1    
265 ;2,474;3         ;nI_0smiL7pkywg5Z31rscA;3    
266 ;2,477;2         ;nIl14CxbP2IbgXlkij7B6Q;1    
267 ;2,481;2         ;nJ7IiE_yJw2HcL8QhVonPA;2    
268 ;2,498;2         ;nLBbmoeB4GARqMHmvz1m_A;1    
269 ;2,532;1         ;nNiPNgeew0L_aMLGs1eKSA;1    
270 ;2,535;2         ;nNyeyTWSCo3GkUMDlq-rQw;1    
271 ;2,537;2         ;nO8CZORL8evyBkEb7yo-tg;3    
272 ;2,541;2         ;nOJeiBSX5ywN6_lCiHidVQ;1    
273 ;2,543;2         ;nOVxketKyMiqw7TH0uJ7eg;2    
274 ;2,579;2         ;nRgvzwqIx7mz10OQAoR5sA;3    
275 ;2,587;2         ;nSbXXXi_-2Cqc335UQ0klg;2    
276 ;2,595;2         ;nT7Sqpzxk8P_9_i4py6etA;2    
277 ;2,615;2         ;nU_h_fRQdxY677-NSKsl8g;3    
278 ;2,616;2         ;nUcq3p3SfU2_A1duNXONpw;2    
279 ;2,617;2         ;nUp0-oGzfUl16N7oHwce9g;3    
280 ;2,622;3         ;nVRhVFZqcUdx0mPI3pcvbw;3    
281 ;2,625;2         ;nVY1orogobU9NUeDpqagoQ;2    
282 ;2,626;2         ;nVZc5-DaI0maiDCo0kERlA;1    
283 ;2,633;2         ;nW8kvSE0Dk8GoGdQIRQ9eg;1    
284 ;2,659;2         ;nY_75CaBgK08NQsAmRVxeA;1    
285 ;2,680;2         ;n_5b-07II0P8bV9TI5sjLQ;1    
286 ;2,682;3         ;n_P4ZwRTP3VRfUKwSBSNTg;4    
287 ;2,689;2         ;n_xpxjd_5Sv4yOfZR-f7cw;2    
288 ;2,697;2         ;na_jn8qrdvrmf6B-evDfqw;1    
289 ;2,710;3         ;nc-hhZYMFUvvtpuL4Ky1Aw;5    
290 ;2,716;1         ;ncYWb2nJ9-L5f-Ae6l2yog;1    
291 ;2,730;2         ;nd_e9Ly6L2NeObz653sbWA;2    
292 ;2,736;1         ;neOW7vpgr79MoZh9Q2sbDw;1    
293 ;2,746;2         ;nexzbPF4gyiuu6qgPN_5mA;3    
294 ;2,749;2         ;nfIGv0xguJMckibngtRDDw;2    
295 ;2,760;1         ;nfmSxKC5DZTXI7Vr13tcmw;1    
296 ;2,768;2         ;ngL9rtp8sylINaAVMrE3GA;2    
297 ;2,770;2         ;ngUZgqDKebYi8eU3el-ErQ;1    
298 ;2,771;1         ;ngV0ChrSRyb_SG8USHqljQ;3    
299 ;2,773;3         ;ng_amclfuebHccv8WBauCg;5    
300 ;2,783;3         ;ngyzIgX-AmKuRN-I9CNH7Q;5    
301 ;2,787;1         ;nhJHzO-it22cM-hs54qMGQ;1    
302 ;2,789;1         ;nhKz752vhrtJ_VGVMk-aTg;2    
303 ;2,799;2         ;niJ84NDUkdrgVZLZQ5G4qQ;5    
304 ;2,865;2         ;nnPLziIhS1TjIhfQEYeHaw;3    
305 ;2,869;1         ;nnvQKDL5xj8fG188GiP97A;1    
306 ;2,870;2         ;nnwA0KGTqyov-Kxf_jJOdg;3    
307 ;2,876;2         ;noIimrXsP4ZhIx47_TP36A;2    
308 ;2,898;2         ;npki0RK17P9EvRNSo310dw;2    
309 ;2,912;2         ;nrDmQlSsWYy-ZoY1KdRkDA;3    
310 ;2,919;2         ;ns-2IYupyDFYNRshKjCriw;3    
311 ;2,922;2         ;nsDzy8-eeY0CyURKMC0efg;2    
312 ;2,923;2         ;nsHrQkIJ3-rxA31Wj9V7Kg;1    
313 ;2,933;2         ;nsv5y3kyh2csKr62SLDeWg;2    
314 ;2,944;2         ;ntcpebqPFQYAVkhmPW326w;2    
315 ;2,946;2         ;ntigwnkRwHGEfgHgpn6jJA;3    
316 ;2,953;2         ;nuCviDCttmb9MOYBXhCYgw;2    
317 ;2,982;2         ;nxAz3ZvwGnFcC3KBAApmGw;3    
318 ;2,987;2         ;nxJIYpqYELSJ7aGuSOpUPg;2    
319 ;2,996;2         ;nxtDa-ZVpXXGQJoo1WXfjg;1    
320 ;3,007;2         ;nyi3f6QOsVgypuP-NRZ9bg;3    
321 ;3,009;2         ;nyn_lzNNIhPIcBCJUe9KDA;4    
322 ;3,014;2         ;nz5U77w5DGa7mVAkklnFxA;2    
323 ;3,016;1         ;nzF2EijRW1tNu2Jsw1uYog;2    
324 ;3,023;2         ;nz_xXFiExRkwVbTKyz8rjg;1    
325 ;3,038;2         ;o01HNa0E79zun8pyeBzoeg;1    
326 ;3,041;2         ;o0F2RWIChkulTZukcOWx5A;2    
327 ;3,065;2         ;o1h2QBmNwV49RUU8G31zzQ;1    
328 ;3,075;2         ;o2NB1iNEXALQh3uqJfRqyA;3    
329 ;3,077;2         ;o2SNP4KAKu49x2ff1wpC2g;5    
330 ;3,079;3         ;o2SZ8YVPIBY-H0O33KU0Kw;4    
331 ;3,083;2         ;o3HTBLEucUNlVpOl1u_vFA;1    
332 ;3,128;2         ;o6npVKhlzjaRehInIoB_jw;2    
333 ;3,130;2         ;o6xmUkQc0bNi_9_0EwwonA;2    
334 ;3,138;2         ;o7EFaNnxph0slVANJdO4pA;2    
335 ;3,139;3         ;o7UhmhLQGLYCcwnP9mquew;5    
336 ;3,144;2         ;o7nhnVphkK1fgnFhdGE1Ww;1    
337 ;3,148;2         ;o8KSyes69Lu2WK1f8MmS6g;1    
338 ;3,156;2         ;o8tcMFT554tTZitKq3WV2g;2    
339 ;3,158;3         ;o9Kjxt9xaEV2zT9wGGcbSA;3    
340 ;3,160;1         ;o9MIkL1F_QgG30FUlOEOfA;2    
341 ;3,178;2         ;oAnIvTm-Q5LrvXJpwYnaZw;1    
342 ;3,197;2         ;oCpkvkZNjUfpe0fI-1DoUw;4    
343 ;3,207;3         ;oD_NiwVa_Psr0lUTXpOvyQ;4    
344 ;3,215;2         ;oELrdjLBseIg6qYN61pykw;2    
345 ;3,219;3         ;oEkBo1KZx1-TBv7nr6icKA;3    
346 ;3,242;2         ;oH2A07ampfHKGLfLpShswQ;3    
347 ;3,243;2         ;oH2b1HiGuwlDedpipnbjbQ;3    
348 ;3,249;1         ;oHffDaw_aW__CdxbPMsFGA;1    
349 ;3,252;3         ;oHr4DDwDHy85XjR_XAdSaQ;2    
350 ;3,264;2         ;oIijKwJfP-xml7pFseyTXg;2    
351 ;3,271;2         ;oJ5RzA3xZOvIxXFVP4DlyA;2    
352 ;3,282;2         ;oJrq4ymNkU_utavGTbd9ww;2    
353 ;3,288;3         ;oK5-uhWMipBjI93c3Nd1kA;4    
354 ;3,293;2         ;oKWDc2egpYFdr9z33cMsEg;1    
355 ;3,318;2         ;oMWXaKjZeiWpejyB0AUmMg;2    
356 ;3,322;1         ;oNBfMX3qm64mFwQw3sbnSw;3    
357 ;3,323;2         ;oNNXlY9VB5ZqgB4PT2v71Q;2    
358 ;3,331;2         ;oNXq9YgxvoaTRqEPdM4SWA;2    
359 ;3,333;2         ;oNiWctHn1XbZAAeE41wTvA;5    
360 ;3,334;2         ;oNiz6w_v74AJ_jjBSk7xlw;1    
361 ;3,335;2         ;oNtdNZCTPUa0W44UhP61RA;2    
362 ;3,341;3         ;oOJq5rWfWy3vBpWQH1j8Cw;5    
363 ;3,344;2         ;oOX4jaxkYlRf-3fCDySYhw;4    
364 ;3,345;3         ;oOgaYRtKUEoSWSzUwHLqCw;4    
365 ;3,351;2         ;oPLHGoRvnfkpcPNYioZEyw;2    
366 ;3,359;2         ;oQ7lN6byrJsSXlnPD_QXbQ;1    
367 ;3,384;2         ;oS78aP8dPp6Gs3IXBf8-_g;3    
368 ;3,393;2         ;oT6PX6q3uSeZG4JFSgQCYQ;1    
369 ;3,398;3         ;oTnEyzj4VtNAcw0woP7F3w;2    
370 ;3,413;2         ;oUugPoWL96D86_OXr2a0vw;3    
371 ;3,417;2         ;oVA-4KXP6vTVe76Z3tZ_OQ;3    
372 ;3,422;2         ;oVYjGeeB1G4qknryrP7hIA;2    
373 ;3,423;1         ;oVacwZbDg5UoNILZUhfgrA;1    
374 ;3,437;2         ;oXNSvrIbKJdffZvHkSBosg;2    
375 ;3,439;2         ;oXYXjCk9VR4n0ofF5ZImdQ;3    
